unique_id,rally,ball_round,time,frame_num,player,server,type,around_head,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height
2018-Indonesia_open-finals-1-2,13,19,00:09:41.500000,17445,A,,切球,,,B3,374,876,1.0,,,13,11,,B1,93.0,363.0,2.0
2018-Indonesia_open-finals-1-2,13,20,00:09:42.500000,17474,B,,擋小球,,,B1,93,363,2.0,,,13,11,,A1,96.0,504.0,2.0
2018-Indonesia_open-finals-1-2,13,21,00:09:43.500000,17505,A,,挑球,,1.0,C1,96,504,2.0,,,13,11,,A3,327.0,67.0,1.0
2018-Indonesia_open-finals-1-2,13,22,00:09:45.600000,17569,B,,切球,,,C3,327,67,1.0,,,13,11,,A1,140.0,534.0,2.0
2018-Indonesia_open-finals-1-2,13,23,00:09:46.500000,17594,A,,擋小球,,1.0,A1,140,534,2.0,,,13,11,,B1,113.0,400.0,2.0
2018-Indonesia_open-finals-1-2,13,24,00:09:47.400000,17623,B,,放小球,,,A1,113,400,2.0,,,13,11,,A1,103.0,511.0,2.0
2018-Indonesia_open-finals-1-2,13,25,00:09:48.500000,17656,A,,放小球,,1.0,C1,103,511,2.0,,,13,11,,A1,291.0,447.0,1.0
2018-Indonesia_open-finals-1-2,13,26,00:09:49.200000,17676,B,,撲球,,1.0,A1,291,447,1.0,,,13,11,,A3,127.0,823.0,
2018-Indonesia_open-finals-1-2,13,27,00:09:50,17699,A,,未擊球,,,A2,127,823,,落地,搶主動,13,12,B,,,,
2018-Indonesia_open-finals-1-2,14,1,00:09:55.200000,17855,B,1,發長球,,,A2,182,273,2.0,,,13,12,,B4,313.0,921.0,1.0
2018-Indonesia_open-finals-1-2,14,2,00:09:57.200000,17915,A,,切球,,,A3,313,921,1.0,,,13,12,,A1,329.0,364.0,2.0
2018-Indonesia_open-finals-1-2,14,3,00:09:58,17940,B,,挑球,,1.0,C1,329,364,2.0,,,13,12,,A3,99.0,822.0,1.0
2018-Indonesia_open-finals-1-2,14,4,00:09:58.900000,17968,A,,平球,,1.0,C2,99,822,1.0,,,13,12,,B2,155.0,208.0,1.0
2018-Indonesia_open-finals-1-2,14,5,00:09:59.400000,17981,B,,平球,,,A2,155,208,1.0,,,13,12,,A2,194.0,708.0,1.0
2018-Indonesia_open-finals-1-2,14,6,00:09:59.900000,17997,A,,擋小球,,,A2,194,708,1.0,,,13,12,,B1,106.0,355.0,2.0
2018-Indonesia_open-finals-1-2,14,7,00:10:00.600000,18019,B,,放小球,,,B1,106,355,2.0,,,13,12,,A1,93.0,511.0,2.0
2018-Indonesia_open-finals-1-2,14,8,00:10:01.600000,18047,A,,挑球,,1.0,C1,93,511,2.0,,,13,12,,C4,410.0,6.0,
2018-Indonesia_open-finals-1-2,14,9,00:10:03.300000,18098,B,,未擊球,,,E3,410,6,,出界,對手失誤,13,13,B,,,,
