rally,ball_round,roundscore_A,roundscore_B,player,type,backhand,landing_x,landing_y,getpoint_player,flaw,set,match_id,rally_id
26,57,14,12,Kento MOMOTA,網前球,1,-1.11028238529806,0.125588647674188,,,1,49,2243
26,58,14,12,Viktor AXELSEN,挑球,1,-0.848888099605905,-1.50550112753647,,,1,49,2243
26,59,14,12,Kento MOMOTA,長球,0,0.942576307818276,1.34020232563017,,,1,49,2243
26,60,14,12,Viktor AXELSEN,殺球,0,1.21402328185715,-0.914479321596472,B,,1,49,2243
27,1,15,12,Viktor AXELSEN,發長球,1,-0.722025097040694,-1.43219758064185,,,1,49,2244
27,2,15,12,Kento MOMOTA,切球,0,-1.17742773167546,0.951109012784431,,,1,49,2244
27,3,15,12,Viktor AXELSEN,挑球,1,-1.02481779675644,-1.40239972923003,,,1,49,2244
27,4,15,12,Kento MOMOTA,長球,0,0.827940943186863,1.58063888223241,,,1,49,2244
27,5,15,12,Viktor AXELSEN,長球,0,1.42451493127832,-1.45186041886725,,,1,49,2244
27,6,15,12,Kento MOMOTA,切球,0,1.21517128505482,0.848541286718138,,,1,49,2244
27,7,15,12,Viktor AXELSEN,網前球,0,1.17510414279552,-0.428417206084788,,,1,49,2244
27,8,15,12,Kento MOMOTA,挑球,0,-1.12157929713776,1.44003241002204,,,1,49,2244
27,9,15,12,Viktor AXELSEN,殺球,0,-1.36084436291493,-0.961461002766351,,,1,49,2244
27,10,15,12,Kento MOMOTA,網前球,1,0.967222106791618,0.469978466109555,,,1,49,2244
27,11,15,12,Viktor AXELSEN,挑球,0,0.943772715338305,-1.48016486211433,,,1,49,2244
27,12,15,12,Kento MOMOTA,長球,0,1.22052620190861,1.60553209123915,,,1,49,2244
27,13,15,12,Viktor AXELSEN,長球,0,1.24931219666374,-1.45144901064507,,,1,49,2244
27,14,15,12,Kento MOMOTA,殺球,0,1.13858909639892,1.12971711379574,,,1,49,2244
27,15,15,12,Viktor AXELSEN,接殺防守,0,1.38088078641519,-0.556539881290995,,,1,49,2244
27,16,15,12,Kento MOMOTA,網前球,0,1.29345752628341,0.210600579960914,,,1,49,2244
27,17,15,12,Viktor AXELSEN,網前球,0,1.84829876647741,-0.207356545176178,A,,1,49,2244
28,1,15,13,Kento MOMOTA,發短球,1,-0.689135112125263,0.390193132332882,,,1,49,2245
28,2,15,13,Viktor AXELSEN,推撲球,1,1.1968061170831,-1.48076516013156,,,1,49,2245
28,3,15,13,Kento MOMOTA,平球,0,1.30349373432316,1.14417819911296,,,1,49,2245
28,4,15,13,Viktor AXELSEN,平球,0,-0.892860080770748,-1.01494834228275,,,1,49,2245
28,5,15,13,Kento MOMOTA,接殺防守,1,-1.15932244848802,0.40875797084248,,,1,49,2245
28,6,15,13,Viktor AXELSEN,挑球,1,-1.09771917535302,-1.47532161404621,,,1,49,2245
28,7,15,13,Kento MOMOTA,長球,0,-1.30785464951792,1.58654232255796,,,1,49,2245
28,8,15,13,Viktor AXELSEN,殺球,0,1.37452633072665,-0.889027282836534,,,1,49,2245
28,9,15,13,Kento MOMOTA,接殺防守,0,2.8400269617552,-0.307076031041449,B,,1,49,2245
30,1,17,13,Kento MOMOTA,發短球,1,0.577684176558712,0.416397990066608,,,1,49,2247
30,2,17,13,Viktor AXELSEN,推撲球,1,-1.04377240601717,-1.81229927307863,A,,1,49,2247
32,1,18,14,Kento MOMOTA,發短球,1,0.405845754968948,0.452546575153874,,,1,49,2249
32,2,18,14,Viktor AXELSEN,網前球,1,1.41744024034219,-0.217581103806478,,,1,49,2249
32,3,18,14,Kento MOMOTA,挑球,0,1.23298014894455,1.61170925925867,,,1,49,2249
32,4,18,14,Viktor AXELSEN,長球,0,1.30110623841563,-1.52555052999475,,,1,49,2249
32,5,18,14,Kento MOMOTA,切球,0,1.24505418941047,0.824596101751681,,,1,49,2249
32,6,18,14,Viktor AXELSEN,網前球,0,-1.17908137921977,-0.33469998931492,,,1,49,2249
32,7,18,14,Kento MOMOTA,網前球,1,-1.29237436166545,-0.014503523316586,B,,1,49,2249
35,1,18,17,Viktor AXELSEN,發長球,1,-1.10683414816842,-1.49006640412373,,,1,49,2252
35,2,18,17,Kento MOMOTA,切球,0,-1.35169160879643,1.00448605358209,,,1,49,2252
35,3,18,17,Viktor AXELSEN,網前球,1,-1.26724309060439,-0.587792958102473,,,1,49,2252
35,4,18,17,Kento MOMOTA,網前球,1,-1.33977214673774,0.203583056098393,,,1,49,2252
35,5,18,17,Viktor AXELSEN,推撲球,1,-1.24948169031738,-1.50454098765984,,,1,49,2252
35,6,18,17,Kento MOMOTA,切球,0,-1.41434073606093,0.974155149128,,,1,49,2252
35,7,18,17,Viktor AXELSEN,網前球,1,-1.07666355940968,-0.379669262773157,,,1,49,2252
35,8,18,17,Kento MOMOTA,網前球,1,-1.27519542069132,0.298360356188438,,,1,49,2252
35,9,18,17,Viktor AXELSEN,挑球,1,-0.66040385872967,-1.52082515730132,,,1,49,2252
35,10,18,17,Kento MOMOTA,切球,0,-0.76870949860869,0.801482869896162,,,1,49,2252
35,11,18,17,Viktor AXELSEN,網前球,1,-0.470721829634403,-0.624969653151455,,,1,49,2252
35,12,18,17,Kento MOMOTA,網前球,1,-1.26726118488828,0.417895820290595,,,1,49,2252
35,13,18,17,Viktor AXELSEN,挑球,1,-0.277738276176805,-1.47726694183514,,,1,49,2252
35,14,18,17,Kento MOMOTA,切球,0,1.09466738508691,0.609555090223492,,,1,49,2252
35,15,18,17,Viktor AXELSEN,網前球,0,1.0514432737229,-0.428230901891532,,,1,49,2252
35,16,18,17,Kento MOMOTA,挑球,0,1.20657830918745,1.6787498238567,,,1,49,2252
35,17,18,17,Viktor AXELSEN,長球,0,1.16150782929747,-1.54015950318981,,,1,49,2252
35,18,18,17,Kento MOMOTA,切球,0,1.21470680137964,0.942511920020734,,,1,49,2252
35,19,18,17,Viktor AXELSEN,網前球,0,1.17052414884672,-0.394280253045984,,,1,49,2252
35,20,18,17,Kento MOMOTA,網前球,0,-0.75910009163663,0.231744213311054,,,1,49,2252
35,21,18,17,Viktor AXELSEN,網前球,1,-1.05592313017792,-0.066239759543851,,,1,49,2252
35,22,18,17,Kento MOMOTA,挑球,1,0.353072746430697,1.70848667590927,,,1,49,2252
35,23,18,17,Viktor AXELSEN,長球,0,-0.828675267402277,-1.38837864145563,,,1,49,2252
35,24,18,17,Kento MOMOTA,殺球,0,-0.911565877073245,1.08634786122378,,,1,49,2252
35,25,18,17,Viktor AXELSEN,網前球,1,0.995804092222949,-0.428147077372907,,,1,49,2252
35,26,18,17,Kento MOMOTA,網前球,0,-0.885882961933658,0.212737842377295,,,1,49,2252
35,27,18,17,Viktor AXELSEN,推撲球,1,1.21427770994466,-1.45136674323111,,,1,49,2252
35,28,18,17,Kento MOMOTA,切球,0,1.29555265803082,-0.017527195697092,B,,1,49,2252
37,1,19,18,Viktor AXELSEN,發長球,1,-1.19619527718948,-1.38753326270436,,,1,49,2254
37,2,19,18,Kento MOMOTA,切球,0,0.331824610525664,0.74401316266392,,,1,49,2254
37,3,19,18,Viktor AXELSEN,網前球,0,0.910884454722602,-0.382589339766923,,,1,49,2254
37,4,19,18,Kento MOMOTA,網前球,0,1.33393945462244,0.305348932256085,,,1,49,2254
37,5,19,18,Viktor AXELSEN,挑球,0,1.39511325843449,-1.54072514264864,,,1,49,2254
37,6,19,18,Kento MOMOTA,切球,0,1.0419147769087,0.643613453806772,,,1,49,2254
37,7,19,18,Viktor AXELSEN,網前球,0,1.20718174616463,-0.304782195052733,,,1,49,2254
37,8,19,18,Kento MOMOTA,挑球,0,1.34836512449638,1.66670923144666,,,1,49,2254
37,9,19,18,Viktor AXELSEN,切球,0,0.73166169214913,-0.614973488821054,,,1,49,2254
37,10,19,18,Kento MOMOTA,網前球,0,-1.14036677453144,0.363128568013187,,,1,49,2254
37,11,19,18,Viktor AXELSEN,挑球,1,1.07027624489874,-1.48046497987524,,,1,49,2254
37,12,19,18,Kento MOMOTA,殺球,0,1.39745258496185,1.16577897041165,,,1,49,2254
37,13,19,18,Viktor AXELSEN,接殺防守,0,1.27485532435056,0.11321662375459,A,,1,49,2254
38,1,19,19,Kento MOMOTA,發短球,1,-0.572274931836659,0.453311669959039,,,1,49,2255
38,2,19,19,Viktor AXELSEN,挑球,1,-1.36695226247311,-1.37272062221431,,,1,49,2255
38,3,19,19,Kento MOMOTA,殺球,0,-1.10616297026203,0.927950030381084,,,1,49,2255
38,4,19,19,Viktor AXELSEN,網前球,1,1.01663915813592,-0.394052735453062,,,1,49,2255
38,5,19,19,Kento MOMOTA,網前球,0,1.01068571486512,0.296279257349816,,,1,49,2255
38,6,19,19,Viktor AXELSEN,網前球,0,1.26130386007598,-0.100332500778555,,,1,49,2255
38,7,19,19,Kento MOMOTA,網前球,0,1.1543004711038,0.152622653518357,,,1,49,2255
38,8,19,19,Viktor AXELSEN,挑球,0,-0.116855904298283,-1.49242708538477,,,1,49,2255
38,9,19,19,Kento MOMOTA,殺球,0,0.554405874442932,0.864689257044233,,,1,49,2255
38,10,19,19,Viktor AXELSEN,接殺防守,0,-0.683251496874468,-0.660807512114881,,,1,49,2255
38,11,19,19,Kento MOMOTA,推撲球,1,-0.620685584135259,0.912237598044312,,,1,49,2255
38,12,19,19,Viktor AXELSEN,平球,1,-1.16558027998481,-0.935809912882235,,,1,49,2255
38,13,19,19,Kento MOMOTA,接殺防守,1,0.266260653385215,1.80211464894536,B,,1,49,2255
40,1,20,20,Viktor AXELSEN,發長球,1,-0.768458296188497,-1.47610275460533,,,1,49,2257
40,2,20,20,Kento MOMOTA,長球,0,0.992043159603032,1.67267296439677,,,1,49,2257
40,3,20,20,Viktor AXELSEN,切球,0,-1.27963690633701,-0.552251870719363,,,1,49,2257
40,4,20,20,Kento MOMOTA,挑球,1,1.17279387551762,1.61786021862263,,,1,49,2257
40,5,20,20,Viktor AXELSEN,切球,0,0.984829974599245,-0.555901558128328,,,1,49,2257
40,6,20,20,Kento MOMOTA,挑球,0,0.860685005874862,1.38724381894563,,,1,49,2257
40,7,20,20,Viktor AXELSEN,平球,0,0.824313407525492,-0.736855031842126,,,1,49,2257
40,8,20,20,Kento MOMOTA,網前球,0,-1.12302298768427,0.426805293978306,,,1,49,2257
40,9,20,20,Viktor AXELSEN,推撲球,1,-1.03971058987108,-1.35909379784114,,,1,49,2257
40,10,20,20,Kento MOMOTA,切球,0,-0.884008594131777,0.857422032798483,,,1,49,2257
40,11,20,20,Viktor AXELSEN,網前球,1,0.888971478443264,-0.473958449091508,,,1,49,2257
40,12,20,20,Kento MOMOTA,網前球,0,0.070402260548793,0.268920882862382,,,1,49,2257
40,13,20,20,Viktor AXELSEN,挑球,0,-1.29163404968143,-1.50443995718392,,,1,49,2257
40,14,20,20,Kento MOMOTA,切球,0,-1.16917219686591,0.966432962431635,,,1,49,2257
40,15,20,20,Viktor AXELSEN,網前球,1,-1.30874901601221,-0.540436430034573,,,1,49,2257
40,16,20,20,Kento MOMOTA,網前球,1,1.10671102489145,0.370391363762118,,,1,49,2257
40,17,20,20,Viktor AXELSEN,挑球,0,1.18450518487147,-1.49553028361773,,,1,49,2257
40,18,20,20,Kento MOMOTA,切球,0,-1.28939144725952,0.39069392513325,,,1,49,2257
40,19,20,20,Viktor AXELSEN,網前球,1,1.12984417547028,-0.271631354205966,,,1,49,2257
40,20,20,20,Kento MOMOTA,網前球,0,1.35725417121818,0.267719413169508,,,1,49,2257
40,21,20,20,Viktor AXELSEN,挑球,0,1.01630835536631,-1.36377429534975,,,1,49,2257
40,22,20,20,Kento MOMOTA,殺球,0,1.1841905967158,1.18014713888565,,,1,49,2257
40,23,20,20,Viktor AXELSEN,接殺防守,0,1.28311466822198,-0.532830501125514,,,1,49,2257
40,24,20,20,Kento MOMOTA,挑球,0,1.08967301668382,1.59932237101862,,,1,49,2257
40,25,20,20,Viktor AXELSEN,平球,0,0.919449733241712,-0.926853049125719,,,1,49,2257
40,26,20,20,Kento MOMOTA,接殺防守,0,1.3713559653334,0.469668292496454,,,1,49,2257
40,27,20,20,Viktor AXELSEN,推撲球,0,0.867407920972937,-1.75409815232507,A,,1,49,2257
41,1,20,21,Kento MOMOTA,發短球,1,0.329776557615339,0.434650176078132,,,1,49,2258
41,2,20,21,Viktor AXELSEN,推撲球,1,0.792287399343211,-1.33461309406723,,,1,49,2258
41,3,20,21,Kento MOMOTA,殺球,0,0.409122264844064,1.0189965858156,,,1,49,2258
41,4,20,21,Viktor AXELSEN,接殺防守,1,1.06793038832299,-0.567862758169778,,,1,49,2258
41,5,20,21,Kento MOMOTA,平球,0,-0.210472415200465,0.776943247303942,,,1,49,2258
41,6,20,21,Viktor AXELSEN,平球,1,-0.450874831340756,-0.784308795071135,,,1,49,2258
41,7,20,21,Kento MOMOTA,接殺防守,1,-0.271356168776809,0.462014414749872,,,1,49,2258
41,8,20,21,Viktor AXELSEN,推撲球,1,0.917461749975814,-1.42143466166147,,,1,49,2258
41,9,20,21,Kento MOMOTA,切球,0,-0.813723990543245,0.670024186779994,,,1,49,2258
41,10,20,21,Viktor AXELSEN,網前球,1,-1.11211665387016,-0.334795898673643,,,1,49,2258
41,11,20,21,Kento MOMOTA,網前球,1,-1.23425421819005,0.251222251320384,,,1,49,2258
41,12,20,21,Viktor AXELSEN,挑球,1,0.852585151591548,-1.56944745712885,,,1,49,2258
41,13,20,21,Kento MOMOTA,切球,0,1.17519495419046,0.84060257825041,,,1,49,2258
41,14,20,21,Viktor AXELSEN,網前球,0,1.45668205223732,-0.521382435587335,,,1,49,2258
41,15,20,21,Kento MOMOTA,網前球,0,-0.596838119519403,0.325714851132515,,,1,49,2258
41,16,20,21,Viktor AXELSEN,推撲球,1,-1.18127293110164,-1.20376363691617,,,1,49,2258
41,17,20,21,Kento MOMOTA,平球,0,-1.00971535075579,1.06422419680771,,,1,49,2258
41,18,20,21,Viktor AXELSEN,接殺防守,1,-1.03527384641192,-0.72125757365456,,,1,49,2258
41,19,20,21,Kento MOMOTA,網前球,1,-0.084856296825246,0.153897138409244,,,1,49,2258
41,20,20,21,Viktor AXELSEN,網前球,1,-0.243583201834859,-0.269739291844503,,,1,49,2258
41,21,20,21,Kento MOMOTA,挑球,1,1.63677260012434,1.40054472856521,B,,1,49,2258
43,1,21,22,Kento MOMOTA,發短球,1,-0.197290531761212,0.523875847533205,,,1,49,2260
43,2,21,22,Viktor AXELSEN,推撲球,0,-1.15718468645593,-1.35882636975266,,,1,49,2260
43,3,21,22,Kento MOMOTA,切球,0,-1.16942580740588,0.989284226073678,,,1,49,2260
43,4,21,22,Viktor AXELSEN,網前球,1,-0.949700387737713,-0.612181286909573,,,1,49,2260
43,5,21,22,Kento MOMOTA,推撲球,1,-0.216267580662526,1.8588757156175,B,,1,49,2260
45,1,23,22,Kento MOMOTA,發短球,1,0.369344210269395,0.398419844413301,,,1,49,2262
45,2,23,22,Viktor AXELSEN,推撲球,1,1.03860395574797,-1.37822534197033,,,1,49,2262
45,3,23,22,Kento MOMOTA,殺球,0,1.48377664947145,1.53039253612432,A,,1,49,2262
1,1,1,0,Kento MOMOTA,發短球,1,-0.463916883637863,-0.380569501387875,,,2,49,2264
1,2,1,0,Viktor AXELSEN,網前球,1,1.03468616240829,0.370452538745583,,,2,49,2264
1,3,1,0,Kento MOMOTA,挑球,1,-0.694202246901235,-1.50587187749098,,,2,49,2264
1,4,1,0,Viktor AXELSEN,殺球,0,-0.966700953147479,1.02693960097295,,,2,49,2264
1,5,1,0,Kento MOMOTA,接殺防守,0,-0.239879416071697,-0.437716562750741,,,2,49,2264
1,6,1,0,Viktor AXELSEN,挑球,0,-1.17375356403237,1.51741569621479,,,2,49,2264
1,7,1,0,Kento MOMOTA,切球,0,1.18122082693414,-0.663977832833114,,,2,49,2264
1,8,1,0,Viktor AXELSEN,網前球,1,0.537802291883539,0.143482680418254,,,2,49,2264
1,9,1,0,Kento MOMOTA,推撲球,1,0.628916980877293,-1.37728784071084,A,,2,49,2264
2,1,2,0,Kento MOMOTA,發短球,1,0.651372625938097,-0.359698732838457,,,2,49,2265
2,2,2,0,Viktor AXELSEN,挑球,0,1.18068996027671,1.52400665984537,,,2,49,2265
2,3,2,0,Kento MOMOTA,殺球,0,1.1332477677136,-0.953261341783786,,,2,49,2265
2,4,2,0,Viktor AXELSEN,接殺防守,1,1.33073317969574,0.258278638915373,,,2,49,2265
2,5,2,0,Kento MOMOTA,網前球,1,1.21935093123916,-0.30479929043594,,,2,49,2265
2,6,2,0,Viktor AXELSEN,挑球,1,-0.737614008148271,1.59902659166203,,,2,49,2265
2,7,2,0,Kento MOMOTA,切球,0,0.81191864715075,-0.591204875204016,,,2,49,2265
2,8,2,0,Viktor AXELSEN,推撲球,1,0.848603455442181,1.12251009284616,,,2,49,2265
2,9,2,0,Kento MOMOTA,接殺防守,1,0.838169487814004,-0.326448133114382,,,2,49,2265
2,10,2,0,Viktor AXELSEN,推撲球,1,-0.582006130611923,1.15179125691878,,,2,49,2265
2,11,2,0,Kento MOMOTA,殺球,0,0.038584656926291,-0.886508691384907,A,,2,49,2265
3,1,3,0,Kento MOMOTA,發短球,1,-0.37043174564449,-0.358216445273533,,,2,49,2266
3,2,3,0,Viktor AXELSEN,推撲球,1,0.891397936454911,1.54930363384763,,,2,49,2266
3,3,3,0,Kento MOMOTA,切球,0,-1.15994911613352,-0.62381825779637,,,2,49,2266
3,4,3,0,Viktor AXELSEN,網前球,0,1.16088569490939,0.415924514331708,,,2,49,2266
3,5,3,0,Kento MOMOTA,網前球,1,1.21447019975167,-0.228135015356834,,,2,49,2266
3,6,3,0,Viktor AXELSEN,推撲球,1,1.3924940862051,1.50487760116102,,,2,49,2266
3,7,3,0,Kento MOMOTA,長球,1,1.27283810969578,-1.52548243070546,,,2,49,2266
3,8,3,0,Viktor AXELSEN,長球,1,0.634354139195621,1.54927260113749,,,2,49,2266
3,9,3,0,Kento MOMOTA,殺球,0,-1.28361543707433,-0.896846584214157,,,2,49,2266
3,10,3,0,Viktor AXELSEN,接殺防守,0,-1.25629594702097,0.417886918094879,,,2,49,2266
3,11,3,0,Kento MOMOTA,挑球,0,-1.44511904160565,-1.4597849422207,,,2,49,2266
3,12,3,0,Viktor AXELSEN,平球,0,-1.34908852565439,1.05690243334604,,,2,49,2266
3,13,3,0,Kento MOMOTA,接殺防守,0,-1.12448594093147,-0.599940987034564,,,2,49,2266
3,14,3,0,Viktor AXELSEN,網前球,0,0.896200803817908,0.37057016256644,,,2,49,2266
3,15,3,0,Kento MOMOTA,推撲球,1,-1.14720753316488,-1.43120429764255,,,2,49,2266
3,16,3,0,Viktor AXELSEN,殺球,0,-1.33667324411529,1.10844395212637,,,2,49,2266
3,17,3,0,Kento MOMOTA,接殺防守,0,-1.18051016450899,-0.41347992385602,,,2,49,2266
3,18,3,0,Viktor AXELSEN,推撲球,0,-1.10321641117708,1.82455883807827,A,,2,49,2266
6,1,5,1,Kento MOMOTA,發短球,1,-0.359865788091393,-0.291548103701575,,,2,49,2269
6,2,5,1,Viktor AXELSEN,推撲球,1,0.64188332113109,1.56811775187415,,,2,49,2269
6,3,5,1,Kento MOMOTA,切球,0,1.10426239105953,-0.712696616410238,,,2,49,2269
6,4,5,1,Viktor AXELSEN,網前球,1,1.13388686397645,0.296167093263791,,,2,49,2269
6,5,5,1,Kento MOMOTA,網前球,1,1.11645753455341,-0.079268255889227,,,2,49,2269
6,6,5,1,Viktor AXELSEN,網前球,1,1.31686825033527,0.171935684104628,,,2,49,2269
6,7,5,1,Kento MOMOTA,推撲球,1,0.757515539500968,-1.2357405580652,A,,2,49,2269
7,1,5,2,Kento MOMOTA,發短球,1,0.607143392942631,-0.337258286560809,,,2,49,2270
7,2,5,2,Viktor AXELSEN,推撲球,0,1.10046638380898,1.47912586375259,,,2,49,2270
7,3,5,2,Kento MOMOTA,殺球,0,1.70931786482585,-1.43787752276625,B,,2,49,2270
9,1,7,2,Kento MOMOTA,發短球,1,-0.166368350679902,-0.302852619233565,,,2,49,2272
9,2,7,2,Viktor AXELSEN,網前球,0,0.340174668940385,0.259211187932207,,,2,49,2272
9,3,7,2,Kento MOMOTA,網前球,1,0.065627991423612,-0.183523504068715,,,2,49,2272
9,4,7,2,Viktor AXELSEN,挑球,1,-1.2917716261679,1.52375969504498,,,2,49,2272
9,5,7,2,Kento MOMOTA,平球,0,-1.34196321294128,-0.858366954276771,,,2,49,2272
9,6,7,2,Viktor AXELSEN,接殺防守,0,-1.12435716414817,0.8097003468339,,,2,49,2272
9,7,7,2,Kento MOMOTA,網前球,0,-1.21126230853303,-0.413433882208719,,,2,49,2272
9,8,7,2,Viktor AXELSEN,推撲球,0,-1.2287928304321,1.42035619549624,,,2,49,2272
9,9,7,2,Kento MOMOTA,切球,0,-1.30027567472954,-0.268283570130604,,,2,49,2272
9,10,7,2,Viktor AXELSEN,網前球,0,-1.32114978301132,0.184285717902372,,,2,49,2272
9,11,7,2,Kento MOMOTA,挑球,0,-0.485967423625046,-1.44737425516171,,,2,49,2272
9,12,7,2,Viktor AXELSEN,殺球,0,1.07781976022043,1.10785833897358,,,2,49,2272
9,13,7,2,Kento MOMOTA,接殺防守,1,1.41142401086082,-0.217573085188095,,,2,49,2272
9,14,7,2,Viktor AXELSEN,推撲球,1,1.03803216900683,1.49201353977372,,,2,49,2272
9,15,7,2,Kento MOMOTA,殺球,0,1.2368252452553,-1.14019488615877,,,2,49,2272
9,16,7,2,Viktor AXELSEN,接殺防守,1,1.41792752683843,-0.185289967965963,A,,2,49,2272
10,1,8,2,Kento MOMOTA,發短球,1,0.762916362920528,-0.227529148733652,,,2,49,2273
10,2,8,2,Viktor AXELSEN,網前球,0,1.28412842163563,0.267787687048704,,,2,49,2273
10,3,8,2,Kento MOMOTA,網前球,1,1.26882607346038,-0.110830319515469,,,2,49,2273
10,4,8,2,Viktor AXELSEN,網前球,1,1.43308821310821,0.191193632371653,,,2,49,2273
10,5,8,2,Kento MOMOTA,網前球,1,1.19927577872607,-0.163634796462989,,,2,49,2273
10,6,8,2,Viktor AXELSEN,挑球,1,0.192831528626969,1.67851949661734,,,2,49,2273
10,7,8,2,Kento MOMOTA,殺球,0,-1.10635868071619,-0.808196433455855,,,2,49,2273
10,8,8,2,Viktor AXELSEN,接殺防守,0,-1.25457204662152,0.372396941390127,,,2,49,2273
10,9,8,2,Kento MOMOTA,網前球,0,1.20953803409888,-0.110756496060016,,,2,49,2273
10,10,8,2,Viktor AXELSEN,推撲球,1,-1.10918769471851,1.29945245024147,,,2,49,2273
10,11,8,2,Kento MOMOTA,切球,0,1.40985718994029,-0.316148048562865,,,2,49,2273
10,12,8,2,Viktor AXELSEN,網前球,1,1.13094514295156,0.277369138573076,,,2,49,2273
10,13,8,2,Kento MOMOTA,挑球,1,-0.856171057810303,-1.44650494898723,,,2,49,2273
10,14,8,2,Viktor AXELSEN,切球,0,-1.33546466277925,0.628163151612611,,,2,49,2273
10,15,8,2,Kento MOMOTA,網前球,0,-1.18540443444653,-0.301421067963166,,,2,49,2273
10,16,8,2,Viktor AXELSEN,推撲球,0,0.894331678184299,1.56188326688958,,,2,49,2273
10,17,8,2,Kento MOMOTA,切球,1,1.37862290019989,-0.787605207462277,,,2,49,2273
10,18,8,2,Viktor AXELSEN,挑球,1,1.16594859128527,1.60552297897266,,,2,49,2273
10,19,8,2,Kento MOMOTA,切球,0,1.21197427525946,-0.799843676433737,,,2,49,2273
10,20,8,2,Viktor AXELSEN,網前球,1,-0.979931796084852,0.260453985780803,,,2,49,2273
10,21,8,2,Kento MOMOTA,網前球,0,-1.17337104470238,-0.066097554136886,,,2,49,2273
10,22,8,2,Viktor AXELSEN,網前球,0,0.966825240574932,0.143037974044871,,,2,49,2273
10,23,8,2,Kento MOMOTA,推撲球,1,-0.54768387743246,-1.43260486503274,,,2,49,2273
10,24,8,2,Viktor AXELSEN,切球,0,1.42965998083708,0.592187488804761,,,2,49,2273
10,25,8,2,Kento MOMOTA,網前球,1,1.41295059668509,-0.121529472453643,,,2,49,2273
10,26,8,2,Viktor AXELSEN,挑球,1,0.739865222656203,1.67864378481534,,,2,49,2273
10,27,8,2,Kento MOMOTA,長球,0,-0.810570047723145,-1.28843665744856,,,2,49,2273
10,28,8,2,Viktor AXELSEN,殺球,0,1.06737271575441,1.07845396641337,,,2,49,2273
10,29,8,2,Kento MOMOTA,接殺防守,1,1.36245506265833,-0.440145685915523,,,2,49,2273
10,30,8,2,Viktor AXELSEN,推撲球,1,1.21403779636251,1.54303043375202,,,2,49,2273
10,31,8,2,Kento MOMOTA,切球,0,1.268881789316,-0.521085204313225,,,2,49,2273
10,32,8,2,Viktor AXELSEN,挑球,1,0.919801602169721,1.54299643894404,,,2,49,2273
10,33,8,2,Kento MOMOTA,切球,0,-1.0471837183982,-0.758319938492658,,,2,49,2273
10,34,8,2,Viktor AXELSEN,推撲球,0,-1.59052712430928,1.71393532013327,A,,2,49,2273
11,1,9,2,Kento MOMOTA,發短球,1,-0.270780754976515,-0.215330990184736,,,2,49,2274
11,2,9,2,Viktor AXELSEN,網前球,1,-0.228550560234733,0.240762847743857,,,2,49,2274
11,3,9,2,Kento MOMOTA,挑球,1,-1.08117463376291,-1.35899940554258,,,2,49,2274
11,4,9,2,Viktor AXELSEN,切球,0,0.883992709194923,0.531854477308426,,,2,49,2274
11,5,9,2,Kento MOMOTA,網前球,1,1.16677200464519,-0.017376731444498,A,,2,49,2274
12,1,10,2,Kento MOMOTA,發短球,1,0.561342918409649,-0.281824986727889,,,2,49,2275
12,2,10,2,Viktor AXELSEN,推撲球,1,-1.32808121951088,1.83017320689883,A,,2,49,2275
13,1,11,2,Kento MOMOTA,發短球,1,-0.307962861061823,-0.335947637505998,,,2,49,2276
13,2,11,2,Viktor AXELSEN,網前球,1,1.02339181473278,0.239564644313498,,,2,49,2276
13,3,11,2,Kento MOMOTA,挑球,1,-0.416092346525236,-1.44753833468539,,,2,49,2276
13,4,11,2,Viktor AXELSEN,殺球,0,1.65205241512138,1.18720233207835,A,,2,49,2276
14,1,12,2,Kento MOMOTA,發短球,1,0.750879520253887,-0.227512998452943,,,2,49,2277
14,2,12,2,Viktor AXELSEN,網前球,0,-0.955998347518721,0.269879182114313,,,2,49,2277
14,3,12,2,Kento MOMOTA,網前球,0,-1.07665600130156,-0.192742254254194,,,2,49,2277
14,4,12,2,Viktor AXELSEN,網前球,0,-1.17987782321898,0.241673339802193,,,2,49,2277
14,5,12,2,Kento MOMOTA,挑球,0,-0.180643775969925,-1.50710277079121,,,2,49,2277
14,6,12,2,Viktor AXELSEN,殺球,0,1.60630020742777,1.44665998478375,A,,2,49,2277
15,1,13,2,Kento MOMOTA,發短球,1,-0.300989084119663,-0.119380500568308,,,2,49,2278
15,2,13,2,Viktor AXELSEN,網前球,1,-1.07630738725573,0.222500455346866,,,2,49,2278
15,3,13,2,Kento MOMOTA,挑球,0,-1.09354129509797,-1.44594756004272,,,2,49,2278
15,4,13,2,Viktor AXELSEN,殺球,0,1.33231070853312,1.17296427401845,,,2,49,2278
15,5,13,2,Kento MOMOTA,接殺防守,1,1.23540058835246,-0.206545098129952,,,2,49,2278
15,6,13,2,Viktor AXELSEN,網前球,1,1.46798128097368,0.277057082184003,,,2,49,2278
15,7,13,2,Kento MOMOTA,網前球,1,1.41841062430279,-0.153276427745988,,,2,49,2278
15,8,13,2,Viktor AXELSEN,網前球,1,1.16091898696944,-0.017369892917849,A,,2,49,2278
16,1,14,2,Kento MOMOTA,發短球,1,0.599207658180021,-0.109996533379448,,,2,49,2279
16,2,14,2,Viktor AXELSEN,推撲球,0,1.82662617027024,1.61797601885255,A,,2,49,2279
17,1,14,3,Kento MOMOTA,發短球,1,-0.142084717961734,-0.302886733104331,,,2,49,2280
