obs_ball_round,obs_serve,obs_player,act_ball_type,act_landing_location_x,act_landing_location_y,act_player_defend_x,act_player_defend_y
39,False,B,切球,-206.49901866912842,316.2592315673828,-8.17014256119728,-155.4379997253418
40,False,A,殺球,8.17014256119728,155.4379997253418,5.6840061247348785,-54.56843185424805
41,False,B,擋小球,-5.6840061247348785,54.56843185424805,40.877421855926514,69.06808471679688
42,False,A,放小球,-40.877421855926514,-69.06808471679688,-85.01632404327393,-42.24799728393555
43,False,B,挑球,85.01632404327393,42.24799728393555,-127.47521328926086,-234.05606079101562
44,False,A,切球,127.47521328926086,234.05606079101562,126.59698343276978,-259.58360290527344
45,False,B,擋小球,-126.59698343276978,259.58360290527344,118.57925391197205,-124.44029235839844
46,False,A,殺球,-118.57925391197205,124.44029235839844,-30.5982723236084,-189.32772827148438
47,False,B,切球,30.5982723236084,189.32772827148438,80.59824907779694,-209.13673400878906
48,False,A,放小球,-80.59824907779694,209.13673400878906,14.237701535224915,-147.5455551147461
49,False,B,放小球,-14.237701535224915,147.5455551147461,-78.49414563179016,-40.752899169921875
50,False,A,挑球,78.49414563179016,40.752899169921875,-106.01507234573364,-244.26458740234375
51,False,B,長球,106.01507234573364,244.26458740234375,-43.711832761764526,-186.64410400390625
52,False,A,切球,43.711832761764526,186.64410400390625,-48.9621160030365,-401.77044677734375
53,False,B,推球,48.9621160030365,401.77044677734375,-53.337204813957214,-42.61455535888672
54,False,A,切球,53.337204813957214,42.61455535888672,-45.75170850753784,-240.17868041992188
55,False,B,推球,45.75170850753784,240.17868041992188,0,-165
1,True,B,發短球,28.094550858774852,153.54160620822324,4.652228181785887,-63.74334828819815
2,False,A,放小球,-4.652228181785887,63.74334828819815,-19.995742931385678,-116.43472503176588
3,False,B,放小球,19.995742931385678,116.43472503176588,34.77458525307645,-262.2846589516005
4,False,A,挑球,-34.77458525307645,262.2846589516005,-34.679645624542246,-192.0961460303546
5,False,B,發長球,34.679645624542246,192.0961460303546,-159.13610196113586,-231.7534637451172
6,False,A,挑球,159.13610196113586,231.7534637451172,-22.758629262447357,-161.69791412353516
7,False,B,切球,22.758629262447357,161.69791412353516,-55.98629808425903,-110.43081283569336
8,False,A,放小球,55.98629808425903,110.43081283569336,-118.72059297561646,-264.8363723754883
9,False,B,放小球,118.72059297561646,264.8363723754883,49.802242279052734,-64.5396842956543
10,False,A,挑球,-49.802242279052734,64.5396842956543,-48.185142159461975,-98.62099266052246
11,False,B,長球,48.185142159461975,98.62099266052246,-6.454159960150719,-369.8332748413086
12,False,A,挑球,6.454159960150719,369.8332748413086,62.592567443847656,-233.73828887939453
13,False,B,擋小球,-62.592567443847656,233.73828887939453,44.36804902553558,-248.2149887084961
14,False,A,擋小球,-44.36804902553558,248.2149887084961,156.5400242805481,-316.2751159667969
15,False,B,推球,-156.5400242805481,316.2751159667969,48.86074757575989,-97.66812133789062
16,False,A,長球,-48.86074757575989,97.66812133789062,-88.16216659545898,-198.29155349731445
17,False,B,殺球,88.16216659545898,198.29155349731445,4.582674577832222,-135.55429077148438
18,False,A,放小球,-4.582674577832222,135.55429077148438,54.150004625320435,166.54949188232422
19,False,B,放小球,-54.150004625320435,-166.54949188232422,-20.591666638851166,-235.7089080810547
20,False,A,推球,20.591666638851166,235.7089080810547,-34.40585911273956,-144.9867706298828
21,False,B,長球,34.40585911273956,144.9867706298828,24.55505472421646,-209.49722290039062
22,False,A,長球,-24.55505472421646,209.49722290039062,-29.255805373191833,-151.3958511352539
23,False,B,放小球,29.255805373191833,151.3958511352539,9.898862689733505,-463.6641845703125
24,False,A,平球,-9.898862689733505,463.6641845703125,72.7846007347107,-57.60943603515625
25,False,B,切球,-72.7846007347107,57.60943603515625,13.16915038228035,-127.76798248291016
26,False,A,挑球,-13.16915038228035,127.76798248291016,82.34294939041138,-159.39033889770508
27,False,B,切球,-82.34294939041138,159.39033889770508,-6.190191492438316,-236.42530822753906
28,False,A,擋小球,6.190191492438316,236.42530822753906,111.52829790115356,-192.26690292358398
29,False,B,殺球,-111.52829790115356,192.26690292358398,-46.07944047451019,-82.7963809967041
30,False,A,長球,46.07944047451019,82.7963809967041,-50.33760344982147,-229.10821533203125
31,False,B,放小球,50.33760344982147,229.10821533203125,7.99236524105072,-135.1561737060547
32,False,A,切球,-7.99236524105072,135.1561737060547,-1.6052956357598305,-21.269981384277344
33,False,B,挑球,1.6052956357598305,21.269981384277344,130.50609493255615,-207.93347930908203
34,False,A,推球,-130.50609493255615,207.93347930908203,11.390178591012955,-180.87126541137695
35,False,B,放小球,-11.390178591012955,180.87126541137695,52.65376937389374,-121.33658599853516
36,False,A,殺球,-52.65376937389374,121.33658599853516,14.587915033102036,-248.23566436767578
37,False,B,長球,-14.587915033102036,248.23566436767578,-12.343347281217575,-56.751665115356445
38,False,A,切球,12.343347281217575,56.751665115356445,-14.093086451292038,-316.8642349243164
39,False,B,放小球,14.093086451292038,316.8642349243164,44.330087184906006,-279.5681381225586
40,False,A,推球,-44.330087184906006,279.5681381225586,-14.211618840694427,-52.91740417480469
41,False,B,切球,14.211618840694427,52.91740417480469,-196.46387672424316,57.63936233520508
42,False,A,放小球,196.46387672424316,-57.63936233520508,-68.7579915523529,-98.10358238220215
43,False,B,挑球,68.7579915523529,98.10358238220215,-169.43868255615234,-130.90782928466797
44,False,A,切球,169.43868255615234,130.90782928466797,-99.86028838157654,-172.4647216796875
45,False,B,殺球,99.86028838157654,172.4647216796875,-102.33618545532227,1.779296875
46,False,A,挑球,102.33618545532227,-1.779296875,-119.99752235412598,-171.89984130859375
47,False,B,切球,119.99752235412598,171.89984130859375,132.21191930770874,-174.46648025512695
48,False,A,挑球,-132.21191930770874,174.46648025512695,27.881097614765167,-199.11321640014648
49,False,B,切球,-27.881097614765167,199.11321640014648,-108.27947402000427,-42.58247184753418
50,False,A,挑球,108.27947402000427,42.58247184753418,31.30683970451355,-144.751708984375
51,False,B,殺球,-31.30683970451355,144.751708984375,24.02392864227295,-18.69508171081543
52,False,A,放小球,-24.02392864227295,18.69508171081543,58.21149146556854,62.82511901855469
53,False,B,放小球,-58.21149146556854,-62.82511901855469,11.112976878881454,-6.473873138427734
54,False,A,推球,-11.112976878881454,6.473873138427734,73.76721954345703,-215.3271484375
55,False,B,擋小球,-73.76721954345703,215.3271484375,0,-165
1,True,A,發短球,-52.06282789411682,119.34967792902899,-72.76404492254072,-271.7086593144241
2,False,B,挑球,72.76404492254072,271.7086593144241,-53.17813449393594,-101.98517054636704
3,False,A,切球,53.17813449393594,101.98517054636704,64.30001967658953,-139.41519335067346
4,False,B,放小球,-64.30001967658953,139.41519335067346,-69.54899558979281,-250.63130924008647
5,False,A,殺球,69.54899558979281,250.63130924008647,-13.477160841226578,-43.97826385498047
6,False,B,殺球,13.477160841226578,43.97826385498047,67.83186340332031,-132.07427978515625
7,False,A,殺球,-67.83186340332031,132.07427978515625,33.63061559200287,-140.26617431640625
8,False,B,放小球,-33.63061559200287,140.26617431640625,-142.2215530872345,-109.84944152832031
9,False,A,推球,142.2215530872345,109.84944152832031,26.415852189064026,-202.24068069458008
10,False,B,擋小球,-26.415852189064026,202.24068069458008,-5.012969374656677,-399.0229187011719
11,False,A,挑球,5.012969374656677,399.0229187011719,-154.18056893348694,-271.04701232910156
12,False,B,殺球,154.18056893348694,271.04701232910156,8.572303593158722,-48.47301483154297
13,False,A,切球,-8.572303593158722,48.47301483154297,12.661316186189651,-174.4767074584961
14,False,B,挑球,-12.661316186189651,174.4767074584961,-25.31423544883728,-248.47103881835938
15,False,A,殺球,25.31423544883728,248.47103881835938,42.11602783203125,-41.10262680053711
16,False,B,殺球,-42.11602783203125,41.10262680053711,33.84592807292938,-165.98249435424805
17,False,A,擋小球,-33.84592807292938,165.98249435424805,99.33363699913025,-230.57667541503906
18,False,B,推球,-99.33363699913025,230.57667541503906,-117.4977056980133,-164.61750030517578
19,False,A,殺球,117.4977056980133,164.61750030517578,13.333650588989258,-72.68610572814941
20,False,B,擋小球,-13.333650588989258,72.68610572814941,4.610763963311911,-243.26001739501953
21,False,A,放小球,-4.610763963311911,243.26001739501953,-79.34285926818848,41.82301330566406
22,False,B,挑球,79.34285926818848,-41.82301330566406,133.92300271987915,-190.21143341064453
23,False,A,長球,-133.92300271987915,190.21143341064453,-153.86125349998474,-232.25904846191406
24,False,B,殺球,153.86125349998474,232.25904846191406,41.07072567939758,-10.193077087402344
25,False,A,擋小球,-41.07072567939758,10.193077087402344,-189.03986120224,-288.8025207519531
26,False,B,挑球,189.03986120224,288.8025207519531,13.438551396131516,-140.35945892333984
27,False,A,切球,-13.438551396131516,140.35945892333984,111.12954950332642,-153.40447235107422
28,False,B,推球,-111.12954950332642,153.40447235107422,-22.52731728553772,-154.3287582397461
29,False,A,擋小球,22.52731728553772,154.3287582397461,-99.96218466758728,-97.34733390808105
30,False,B,推球,99.96218466758728,97.34733390808105,-20.503042578697205,-44.41609573364258
31,False,A,擋小球,20.503042578697205,44.41609573364258,-2.300394213758409,35.18212127685547
32,False,B,放小球,2.300394213758409,-35.18212127685547,68.43610525131226,1.6093864440917969
33,False,A,推球,-68.43610525131226,-1.6093864440917969,-59.07109463214874,-75.26526641845703
34,False,B,放小球,59.07109463214874,75.26526641845703,48.60213589668274,65.50044631958008
35,False,A,放小球,-48.60213589668274,-65.50044631958008,-90.80559515953064,-315.2540283203125
36,False,B,推球,90.80559515953064,315.2540283203125,-14.160816222429276,-203.00519561767578
37,False,A,擋小球,14.160816222429276,203.00519561767578,51.51979696750641,-31.59505844116211
38,False,B,放小球,-51.51979696750641,31.59505844116211,-86.25114703178406,-241.69288635253906
39,False,A,放小球,86.25114703178406,241.69288635253906,24.9353746175766,-148.04598236083984
40,False,B,放小球,-24.9353746175766,148.04598236083984,-0.6376906782388687,-322.12537384033203
41,False,A,挑球,0.6376906782388687,322.12537384033203,0.6491932943463326,-48.86498260498047
42,False,B,長球,-0.6491932943463326,48.86498260498047,15.819658607244492,-106.86914825439453
43,False,A,長球,-15.819658607244492,106.86914825439453,53.13279151916504,-240.0229034423828
44,False,B,殺球,-53.13279151916504,240.0229034423828,32.31056296825409,-31.046106338500977
45,False,A,擋小球,-32.31056296825409,31.046106338500977,-24.064906120300293,-107.28820419311523
46,False,B,放小球,24.064906120300293,107.28820419311523,-70.24008703231812,-312.7175979614258
47,False,A,放小球,70.24008703231812,312.7175979614258,60.368385791778564,-371.62549591064453
48,False,B,放小球,-60.368385791778564,371.62549591064453,28.56948882341385,-157.71381759643555
49,False,A,放小球,-28.56948882341385,157.71381759643555,-3.7560111433267593,-224.41444396972656
50,False,B,擋小球,3.7560111433267593,224.41444396972656,-126.06435441970825,-42.069358825683594
51,False,A,挑球,126.06435441970825,42.069358825683594,13.854107081890106,-224.87161254882812
52,False,B,切球,-13.854107081890106,224.87161254882812,-144.30604767799377,-218.52743530273438
53,False,A,挑球,144.30604767799377,218.52743530273438,-74.25009775161743,-160.49160385131836
54,False,B,擋小球,74.25009775161743,160.49160385131836,-168.65002250671387,-206.29827880859375
55,False,A,長球,168.65002250671387,206.29827880859375,0,-165
1,True,B,發短球,-28.18200168512368,186.8669161258298,63.71379883822408,-257.9202400581132
2,False,A,推球,-63.71379883822408,257.9202400581132,-68.61339670094092,-183.23895484278916
3,False,B,切球,68.61339670094092,183.23895484278916,62.09240384969456,-127.4389616860426
4,False,A,擋小球,-62.09240384969456,127.4389616860426,-77.7942971686561,-121.27253836573965
5,False,B,挑球,77.7942971686561,121.27253836573965,-68.22019648551941,-243.0481414794922
6,False,A,挑球,68.22019648551941,243.0481414794922,91.33467102050781,-235.52464294433594
7,False,B,殺球,-91.33467102050781,235.52464294433594,-39.39343512058258,-142.39155197143555
8,False,A,擋小球,39.39343512058258,142.39155197143555,-102.08558440208435,-245.2454833984375
9,False,B,推球,102.08558440208435,245.2454833984375,-92.73088669776917,-93.7907485961914
10,False,A,切球,92.73088669776917,93.7907485961914,-11.374123990535736,20.81507110595703
11,False,B,放小球,11.374123990535736,-20.81507110595703,-82.07292032241821,-285.1569061279297
12,False,A,放小球,82.07292032241821,285.1569061279297,50.73104405403137,-281.28887939453125
13,False,B,挑球,-50.73104405403137,281.28887939453125,67.19334983825684,-202.95037841796875
14,False,A,切球,-67.19334983825684,202.95037841796875,-18.517496943473816,-129.38579559326172
15,False,B,推球,18.517496943473816,129.38579559326172,19.638316988945007,-163.29974746704102
16,False,A,擋小球,-19.638316988945007,163.29974746704102,90.5912504196167,-120.27170944213867
17,False,B,挑球,-90.5912504196167,120.27170944213867,153.6075098514557,-230.33975219726562
18,False,A,殺球,-153.6075098514557,230.33975219726562,-27.547693610191345,-215.5460968017578
19,False,B,擋小球,27.547693610191345,215.5460968017578,75.97667968273163,-107.8323745727539
20,False,A,放小球,-75.97667968273163,107.8323745727539,65.03573715686798,-385.42613220214844
21,False,B,推球,-65.03573715686798,385.42613220214844,146.307790517807,-335.72344970703125
22,False,A,平球,-146.307790517807,335.72344970703125,47.21908259391785,-159.2925148010254
23,False,B,長球,-47.21908259391785,159.2925148010254,-34.890709698200226,-1.654937744140625
24,False,A,擋小球,34.890709698200226,1.654937744140625,-74.08304512500763,-181.20560455322266
25,False,B,挑球,74.08304512500763,181.20560455322266,-1.2016209810972214,-191.44409942626953
26,False,A,長球,1.2016209810972214,191.44409942626953,121.62884545326233,-117.8168830871582
27,False,B,放小球,-121.62884545326233,117.8168830871582,-103.64727902412415,31.800697326660156
28,False,A,推球,103.64727902412415,-31.800697326660156,-68.80215573310852,-149.10172271728516
29,False,B,切球,68.80215573310852,149.10172271728516,9.039966881275177,-218.276123046875
30,False,A,推球,-9.039966881275177,218.276123046875,-56.48087227344513,-258.40357971191406
31,False,B,長球,56.48087227344513,258.40357971191406,-28.863169014453888,-181.8070526123047
32,False,A,擋小球,28.863169014453888,181.8070526123047,82.21617531776428,-239.99578094482422
33,False,B,挑球,-82.21617531776428,239.99578094482422,69.83883118629456,-116.00162506103516
34,False,A,長球,-69.83883118629456,116.00162506103516,14.545071721076965,-142.20345306396484
35,False,B,挑球,-14.545071721076965,142.20345306396484,-59.261441588401794,-150.7900390625
36,False,A,切球,59.261441588401794,150.7900390625,63.58970236778259,-250.3614044189453
37,False,B,平球,-63.58970236778259,250.3614044189453,-75.48172426223755,-69.43741226196289
38,False,A,擋小球,75.48172426223755,69.43741226196289,53.8699266910553,-164.83701705932617
39,False,B,挑球,-53.8699266910553,164.83701705932617,141.73952507972717,-217.08277893066406
40,False,A,長球,-141.73952507972717,217.08277893066406,127.89854621887207,-291.1980895996094
41,False,B,長球,-127.89854621887207,291.1980895996094,48.19697988033295,-231.39773559570312
42,False,A,切球,-48.19697988033295,231.39773559570312,168.58556509017944,-138.5473861694336
43,False,B,挑球,-168.58556509017944,138.5473861694336,-126.03774642944336,-218.15394592285156
44,False,A,切球,126.03774642944336,218.15394592285156,-10.381446540355682,-278.82173919677734
45,False,B,推球,10.381446540355682,278.82173919677734,-124.78380823135376,-49.03932571411133
46,False,A,擋小球,124.78380823135376,49.03932571411133,130.3397560119629,-172.71534729003906
47,False,B,推球,-130.3397560119629,172.71534729003906,5.5163008868694305,-8.989376068115234
48,False,A,切球,-5.5163008868694305,8.989376068115234,0.48608769476413727,-192.30509185791016
49,False,B,挑球,-0.48608769476413727,192.30509185791016,-87.90760684013367,-159.88940811157227
50,False,A,切球,87.90760684013367,159.88940811157227,-139.42689776420593,-72.76831436157227
51,False,B,平球,139.42689776420593,72.76831436157227,-14.269397497177124,-207.88873291015625
52,False,A,平球,14.269397497177124,207.88873291015625,-80.05407071113586,-38.807594299316406
53,False,B,平球,80.05407071113586,38.807594299316406,-72.64289999008179,-283.2486038208008
54,False,A,擋小球,72.64289999008179,283.2486038208008,-52.20145797729492,-156.25418853759766
55,False,B,殺球,52.20145797729492,156.25418853759766,0,-165
1,True,A,發短球,35.23800863476325,111.84033736918684,-72.95885896680699,-296.9811999714238
2,False,B,挑球,72.95885896680699,296.9811999714238,62.03441002057902,-264.8167261947365
3,False,A,長球,-62.03441002057902,264.8167261947365,-67.59413087585065,-208.7188156344684
4,False,B,殺球,67.59413087585065,208.7188156344684,63.76754416702798,-94.2396224644018
5,False,A,平球,-63.76754416702798,94.2396224644018,85.85731554031372,-210.66317749023438
6,False,B,推球,-85.85731554031372,210.66317749023438,266.3534336090088,8.159000396728516
7,False,A,殺球,-266.3534336090088,-8.159000396728516,19.670531153678894,-67.04119873046875
8,False,B,平球,-19.670531153678894,67.04119873046875,59.4456250667572,-237.75021362304688
9,False,A,挑球,-59.4456250667572,237.75021362304688,79.86292243003845,-43.57051086425781
10,False,B,長球,-79.86292243003845,43.57051086425781,61.99637532234192,-183.2843475341797
11,False,A,切球,-61.99637532234192,183.2843475341797,-44.27680766582489,-284.2849426269531
12,False,B,放小球,44.27680766582489,284.2849426269531,95.34227705001831,-158.97423553466797
13,False,A,擋小球,-95.34227705001831,158.97423553466797,133.70647811889648,-228.32164001464844
14,False,B,挑球,-133.70647811889648,228.32164001464844,139.11444449424744,-251.91978454589844
15,False,A,切球,-139.11444449424744,251.91978454589844,-42.33108127117157,-272.07677459716797
16,False,B,長球,42.33108127117157,272.07677459716797,-139.8758270740509,-252.32877349853516
17,False,A,殺球,139.8758270740509,252.32877349853516,-28.114384174346924,-80.4556655883789
18,False,B,擋小球,28.114384174346924,80.4556655883789,-2.31143419444561,55.679527282714844
19,False,A,放小球,2.31143419444561,-55.679527282714844,10.360647559165955,-291.3726348876953
20,False,B,挑球,-10.360647559165955,291.3726348876953,-182.96072244644165,-246.43634796142578
21,False,A,長球,182.96072244644165,246.43634796142578,-69.0244038105011,-313.2644958496094
22,False,B,切球,69.0244038105011,313.2644958496094,-60.273943066596985,-198.70114135742188
23,False,A,放小球,60.273943066596985,198.70114135742188,-119.07052421569824,-199.96627044677734
24,False,B,推球,119.07052421569824,199.96627044677734,-166.4878740310669,-284.8232650756836
25,False,A,殺球,166.4878740310669,284.8232650756836,48.27665734291077,-79.22256469726562
26,False,B,擋小球,-48.27665734291077,79.22256469726562,120.81951570510864,-105.97767639160156
27,False,A,推球,-120.81951570510864,105.97767639160156,23.998342275619507,-351.1554718017578
28,False,B,殺球,-23.998342275619507,351.1554718017578,-36.36926645040512,-59.79482650756836
29,False,A,擋小球,36.36926645040512,59.79482650756836,29.978297472000122,63.556636810302734
30,False,B,放小球,-29.978297472000122,-63.556636810302734,-19.80022555589676,-115.54413604736328
31,False,A,挑球,19.80022555589676,115.54413604736328,-14.313483357429504,-155.82608795166016
32,False,B,切球,14.313483357429504,155.82608795166016,119.66057252883911,-176.63852310180664
33,False,A,放小球,-119.66057252883911,176.63852310180664,54.29772198200226,-96.12316513061523
34,False,B,擋小球,-54.29772198200226,96.12316513061523,103.18345236778259,-170.63327026367188
35,False,A,殺球,-103.18345236778259,170.63327026367188,48.86794710159302,-151.0468292236328
36,False,B,擋小球,-48.86794710159302,151.0468292236328,-136.62223291397095,1.0775108337402344
37,False,A,擋小球,136.62223291397095,-1.0775108337402344,97.11445045471191,-155.0085105895996
38,False,B,放小球,-97.11445045471191,155.0085105895996,-71.17430901527405,-285.76316833496094
39,False,A,挑球,71.17430901527405,285.76316833496094,-109.44362235069275,-153.39656448364258
40,False,B,長球,109.44362235069275,153.39656448364258,83.08770418167114,-212.08965301513672
41,False,A,切球,-83.08770418167114,212.08965301513672,-22.96551811695099,-249.68785095214844
42,False,B,挑球,22.96551811695099,249.68785095214844,-146.85362100601196,-114.10929870605469
43,False,A,殺球,146.85362100601196,114.10929870605469,-52.66927766799927,-90.2082748413086
44,False,B,擋小球,52.66927766799927,90.2082748413086,-38.469200909137726,-201.30023193359375
45,False,A,挑球,38.469200909137726,201.30023193359375,40.92848253250122,-209.10462951660156
46,False,B,殺球,-40.92848253250122,209.10462951660156,-28.507551074028015,-147.8405532836914
47,False,A,推球,28.507551074028015,147.8405532836914,-33.45441818237305,-80.45562553405762
48,False,B,挑球,33.45441818237305,80.45562553405762,-7.595161437988281,-31.21516990661621
49,False,A,切球,7.595161437988281,31.21516990661621,-37.943468153476715,24.025493621826172
50,False,B,放小球,37.943468153476715,-24.025493621826172,-105.90310287475586,-411.8403015136719
51,False,A,推球,105.90310287475586,411.8403015136719,36.46426635980606,-166.63585662841797
52,False,B,切球,-36.46426635980606,166.63585662841797,-92.76389741897583,-35.21218490600586
53,False,A,擋小球,92.76389741897583,35.21218490600586,9.398530930280685,-182.22103881835938
54,False,B,推球,-9.398530930280685,182.22103881835938,-12.150579869747162,-103.81684875488281
55,False,A,殺球,12.150579869747162,103.81684875488281,0,-165
1,True,A,發短球,-54.88953242570686,111.07107125378968,73.20899826542046,-300.5860400453669
2,False,B,推球,-73.20899826542046,300.5860400453669,-47.377992041085406,-273.84880066992196
3,False,A,長球,47.377992041085406,273.84880066992196,-69.68461652191608,-142.9060840054804
4,False,B,切球,69.68461652191608,142.9060840054804,69.98284803314444,-287.70538316217664
5,False,A,殺球,-69.98284803314444,287.70538316217664,-54.47913420200348,-260.1103515625
6,False,B,長球,54.47913420200348,260.1103515625,-162.06293201446533,-141.89603424072266
7,False,A,殺球,162.06293201446533,141.89603424072266,131.74871850013733,-148.50983428955078
8,False,B,擋小球,-131.74871850013733,148.50983428955078,-102.06642031669617,-144.99780654907227
9,False,A,放小球,102.06642031669617,144.99780654907227,116.15837168693542,84.41754531860352
10,False,B,挑球,-116.15837168693542,-84.41754531860352,-90.38831806182861,-117.45805740356445
11,False,A,長球,90.38831806182861,117.45805740356445,-52.29361820220947,2.9215126037597656
12,False,B,擋小球,52.29361820220947,-2.9215126037597656,27.647361159324646,-342.71150970458984
13,False,A,推球,-27.647361159324646,342.71150970458984,-27.23303359746933,-212.03836822509766
14,False,B,長球,27.23303359746933,212.03836822509766,2.391832336783409,-197.99215698242188
15,False,A,切球,-2.391832336783409,197.99215698242188,273.0339307785034,-186.11319732666016
16,False,B,放小球,-273.0339307785034,186.11319732666016,10.040374040603638,-138.02896118164062
17,False,A,挑球,-10.040374040603638,138.02896118164062,-105.52706694602966,-127.22789764404297
18,False,B,切球,105.52706694602966,127.22789764404297,-36.00482153892517,-150.612060546875
19,False,A,放小球,36.00482153892517,150.612060546875,-66.84969913959503,-127.04764175415039
20,False,B,平球,66.84969913959503,127.04764175415039,84.46594333648682,-239.5647430419922
21,False,A,擋小球,-84.46594333648682,239.5647430419922,-102.46727514266968,-205.51912689208984
22,False,B,放小球,102.46727514266968,205.51912689208984,125.5234603881836,-192.66690063476562
23,False,A,擋小球,-125.5234603881836,192.66690063476562,6.778139367699623,-279.96138763427734
24,False,B,放小球,-6.778139367699623,279.96138763427734,15.889476478099823,-86.26007843017578
25,False,A,放小球,-15.889476478099823,86.26007843017578,-52.44485950469971,-228.7696075439453
26,False,B,長球,52.44485950469971,228.7696075439453,-7.20828253030777,32.315040588378906
27,False,A,放小球,7.20828253030777,-32.315040588378906,-30.776221811771393,-192.2484893798828
28,False,B,平球,30.776221811771393,192.2484893798828,-12.476244270801544,-191.05646514892578
29,False,A,平球,12.476244270801544,191.05646514892578,20.88843810558319,-242.7163848876953
30,False,B,殺球,-20.88843810558319,242.7163848876953,-14.220874816179276,103.61685943603516
31,False,A,切球,14.220874816179276,-103.61685943603516,208.37133359909058,54.99903106689453
32,False,B,平球,-208.37133359909058,-54.99903106689453,149.80342745780945,-160.03821563720703
33,False,A,推球,-149.80342745780945,160.03821563720703,-24.36320251226425,-71.3959846496582
34,False,B,擋小球,24.36320251226425,71.3959846496582,150.67117834091187,-206.56421661376953
35,False,A,放小球,-150.67117834091187,206.56421661376953,-24.141423642635345,-59.301639556884766
36,False,B,殺球,24.141423642635345,59.301639556884766,-68.38030874729156,-55.55941390991211
37,False,A,擋小球,68.38030874729156,55.55941390991211,27.074331521987915,-109.71475219726562
38,False,B,放小球,-27.074331521987915,109.71475219726562,-108.71631622314453,-255.1594696044922
39,False,A,推球,108.71631622314453,255.1594696044922,-30.852514505386353,-163.57043075561523
40,False,B,切球,30.852514505386353,163.57043075561523,6.838314533233643,-155.78705596923828
41,False,A,放小球,-6.838314533233643,155.78705596923828,12.77289354801178,-433.287109375
42,False,B,放小球,-12.77289354801178,433.287109375,134.4990725517273,-193.6048355102539
43,False,A,長球,-134.4990725517273,193.6048355102539,-112.92625832557678,-284.87738037109375
44,False,B,切球,112.92625832557678,284.87738037109375,-43.487038254737854,-113.30521392822266
45,False,A,挑球,43.487038254737854,113.30521392822266,92.19155192375183,-100.98740196228027
46,False,B,殺球,-92.19155192375183,100.98740196228027,-47.65335392951965,-208.82403564453125
47,False,A,擋小球,47.65335392951965,208.82403564453125,-42.50444132089615,-91.1117057800293
48,False,B,擋小球,42.50444132089615,91.1117057800293,-109.44447779655457,-111.91092300415039
49,False,A,放小球,109.44447779655457,111.91092300415039,-23.670185089111328,-223.30052185058594
50,False,B,挑球,23.670185089111328,223.30052185058594,-34.883708238601685,-101.2244644165039
51,False,A,長球,34.883708238601685,101.2244644165039,33.73297864198685,-229.27550506591797
52,False,B,長球,-33.73297864198685,229.27550506591797,22.38994926214218,-195.91118621826172
53,False,A,殺球,-22.38994926214218,195.91118621826172,64.30099201202393,-106.01448822021484
54,False,B,放小球,-64.30099201202393,106.01448822021484,-10.908612579107285,-63.81329345703125
55,False,A,殺球,10.908612579107285,63.81329345703125,0,-165
1,True,A,發短球,38.52720405839747,125.03148741349912,-71.64239409646021,-81.27127185298883
2,False,B,放小球,71.64239409646021,81.27127185298883,74.95642052370926,-23.652896646169722
3,False,A,放小球,-74.95642052370926,23.652896646169722,-47.81149695275903,-294.16520289035157
4,False,B,挑球,47.81149695275903,294.16520289035157,28.897738407585933,-184.29843739790965
5,False,A,擋小球,-28.897738407585933,184.29843739790965,4.990306884050369,-288.44281005859375
6,False,B,擋小球,-4.990306884050369,288.44281005859375,-114.32630109786987,-191.26982879638672
7,False,A,擋小球,114.32630109786987,191.26982879638672,58.034042954444885,-108.6744613647461
8,False,B,放小球,-58.034042954444885,108.6744613647461,-22.079888582229614,-193.06117248535156
9,False,A,放小球,22.079888582229614,193.06117248535156,-26.612494111061096,80.33384704589844
10,False,B,挑球,26.612494111061096,-80.33384704589844,37.13317811489105,-205.68002319335938
11,False,A,切球,-37.13317811489105,205.68002319335938,-128.9647181034088,73.05797958374023
12,False,B,放小球,128.9647181034088,-73.05797958374023,-67.85084688663483,-150.93622589111328
13,False,A,放小球,67.85084688663483,150.93622589111328,141.33327436447144,-238.1578826904297
14,False,B,挑球,-141.33327436447144,238.1578826904297,-88.67233729362488,-266.3292236328125
15,False,A,平球,88.67233729362488,266.3292236328125,-3.8172042667865753,-200.30165100097656
16,False,B,切球,3.8172042667865753,200.30165100097656,65.6888644695282,-182.39678955078125
17,False,A,擋小球,-65.6888644695282,182.39678955078125,-93.68513298034668,-57.74046516418457
18,False,B,放小球,93.68513298034668,57.74046516418457,41.71087169647217,-304.39781188964844
19,False,A,挑球,-41.71087169647217,304.39781188964844,-1.254983240738511,-178.81896209716797
20,False,B,長球,1.254983240738511,178.81896209716797,-3.985943228006363,-159.3158187866211
21,False,A,切球,3.985943228006363,159.3158187866211,-32.54734182357788,-40.18705368041992
22,False,B,放小球,32.54734182357788,40.18705368041992,64.80565416812897,-154.50439071655273
23,False,A,平球,-64.80565416812897,154.50439071655273,-104.20646214485168,-209.86973571777344
24,False,B,擋小球,104.20646214485168,209.86973571777344,-119.2050256729126,-263.917724609375
25,False,A,長球,119.2050256729126,263.917724609375,173.43214893341064,-275.59796142578125
26,False,B,殺球,-173.43214893341064,275.59796142578125,-112.36652779579163,-144.01800918579102
27,False,A,放小球,112.36652779579163,144.01800918579102,-126.38280463218689,71.70777130126953
28,False,B,長球,126.38280463218689,-71.70777130126953,-85.60421705245972,-186.64881896972656
