Set,Rally,Frame,X,Y,Time,Getpoint_player,Lose_reason
2,28,12301,732,393,00:06:50.42054270144024,A,1
2,29,12336,738,399,00:06:51.58831109381083,,
2,29,12383,738,399,00:06:53.15645722070843,,
2,29,12450,741,399,00:06:55.39189957181782,,
2,29,12460,741,399,00:06:55.72554768392371,A,1
3,1,12502,744,399,00:06:57.12686975476839,,
3,1,12529,738,399,00:06:58.02771965745427,,
3,1,12557,753,402,00:06:58.961934371350765,,
3,1,12593,762,393,00:07:00.16306757493191526,,
3,1,12603,759,399,00:07:00.4967156870377494,,
3,1,12618,765,393,00:07:00.9971878551966142,,
3,1,12629,765,396,00:07:01.3642007785130659,,
3,1,12643,762,402,00:07:01.8313081354613132,B,1
3,2,12714,765,393,00:07:04.200209731412997,,
3,2,12724,765,393,00:07:04.533857843518888,,
3,2,12737,804,282,00:07:04.9676003892565745,,
3,2,12755,804,285,00:07:05.568166991047121,,
3,2,12783,804,282,00:07:06.502381704943559,,
3,2,12800,804,285,00:07:07.0695834955235455,,
3,2,12810,765,393,00:07:07.403231607629436,,
3,2,12825,804,288,00:07:07.9037037757882445,,
3,2,12838,807,285,00:07:08.337446321525874,,
3,2,12858,765,396,00:07:09.004742545737656,,
3,2,12868,807,285,00:07:09.33839065784349,,
3,2,12881,804,282,00:07:09.772133203581177,,
3,2,12892,807,288,00:07:10.139146126897572,B,0
3,3,12909,807,288,00:07:10.706347917477615,,
3,3,12934,804,288,00:07:11.540468197742314,,
3,3,12944,765,390,00:07:11.874116309848205,,
3,3,12954,753,399,00:07:12.207764421954039,,
3,3,12980,762,393,00:07:13.075249513429355,,
3,3,12991,765,390,00:07:13.442262436745807,,
3,3,13012,762,390,00:07:14.14292347216815,,
3,3,13030,765,390,00:07:14.743490073958753,,
3,3,13047,765,390,00:07:15.310691864538683,,
3,3,13057,738,399,00:07:15.64433997664463,,
3,3,13069,729,393,00:07:16.044717711171643,,
3,3,13079,726,393,00:07:16.37836582327759,,
3,3,13099,756,399,00:07:17.045662047489316,,
3,3,13110,750,399,00:07:17.412674970805767,,
3,3,13135,765,393,00:07:18.246795251070466,,
3,3,13153,729,402,00:07:18.847361852861013,,
3,3,13169,729,399,00:07:19.381198832230496,,
3,3,13183,741,405,00:07:19.848306189178686,B,0
3,4,13209,735,399,00:07:20.715791280653946,,
3,4,13220,738,399,00:07:21.082804203970397,,
3,4,13249,747,399,00:07:22.050383729077453,,
3,4,13260,738,396,00:07:22.417396652393904,,
3,4,13284,726,399,00:07:23.218152121448043,,
3,4,13303,729,396,00:07:23.852083534449207,,
3,4,13315,735,402,00:07:24.252461268976276,,
3,4,13335,753,285,00:07:24.919757493188,,
3,4,13345,741,402,00:07:25.253405605293892,,
3,4,13355,735,399,00:07:25.587053717399783,,
3,4,13365,837,249,00:07:25.920701829505617,,
3,4,13410,738,399,00:07:27.422118333982098,A,0
3,5,13425,738,399,00:07:27.922590502140906,,
3,5,13435,738,402,00:07:28.256238614246797,,
3,5,13449,729,399,00:07:28.723345971195045,,
3,5,13465,795,249,00:07:29.257182950564413,,
3,5,13483,906,312,00:07:29.857749552355017,,
3,5,13493,723,393,00:07:30.19139766446085,,
3,5,13506,729,399,00:07:30.625140210198538,,
3,5,13516,726,399,00:07:30.958788322304372,,
3,5,13542,738,402,00:07:31.82627341377969,,
3,5,13595,666,333,00:07:33.594608407940825,A,1
3,6,13630,756,288,00:07:34.76237680031136,,
3,6,13641,762,390,00:07:35.12938972362787,,
3,6,13651,762,393,00:07:35.46303783573376,,
3,6,13662,753,393,00:07:35.830050759050266,,
3,6,13672,759,393,00:07:36.1636988711561,,
3,6,13685,765,393,00:07:36.59744141689373,,
3,6,13705,762,390,00:07:37.26473764110551,,
3,6,13716,807,279,00:07:37.63175056442191,,
3,6,13744,696,294,00:07:38.5659652783184,B,0
3,7,13785,720,393,00:07:39.93392253795247,,
3,7,13796,729,399,00:07:40.30093546126898,,
3,7,13816,729,393,00:07:40.96823168548076,,
3,7,13827,735,396,00:07:41.33524460879721,,
3,7,13840,735,393,00:07:41.76898715453484,,
3,7,13853,738,396,00:07:42.20272970027247,,
3,7,13863,765,393,00:07:42.53637781237836,,
3,7,13874,753,393,00:07:42.90339073569487,,
3,7,13889,768,399,00:07:43.40386290385362,,
3,7,13899,741,396,00:07:43.73751101595951,,
3,7,13911,729,393,00:07:44.13788875048658,,
3,7,13921,729,393,00:07:44.47153686259247,A,0
3,8,13937,750,396,00:07:45.00537384196184,,
3,8,13948,687,294,00:07:45.37238676527829,,
3,8,13958,753,393,00:07:45.706034877384184,,
3,8,13968,762,387,00:07:46.039682989490075,,
3,8,13979,759,393,00:07:46.406695912806526,,
3,8,13990,750,399,00:07:46.77370883612298,,
3,8,14011,741,399,00:07:47.47436987154538,,
3,8,14079,741,399,00:07:49.74317703386532,,
3,8,14089,747,399,00:07:50.07682514597121,B,0
3,9,14107,747,399,00:07:50.67739174776176,,
3,9,14117,747,399,00:07:51.01103985986765,,
3,9,14134,747,396,00:07:51.57824165044764,,
3,9,14149,744,396,00:07:52.078713818606445,,
3,9,14160,744,396,00:07:52.4457267419229,,
3,9,14188,744,399,00:07:53.37994145581939,,
3,9,14207,747,399,00:07:54.013872868820556,,
3,9,14229,741,399,00:07:54.747898715453516,,
3,9,14239,747,399,00:07:55.08154682755935,A,1
3,10,14265,747,399,00:07:55.94903191903467,,
3,10,14280,747,399,00:07:56.449504087193475,,
3,10,14300,741,399,00:07:57.1168003114052,,
3,10,14322,747,399,00:07:57.85082615803816,,
3,10,14346,744,399,00:07:58.65158162709224,,
3,10,14367,765,393,00:07:59.35224266251464,,
3,10,14386,747,396,00:07:59.98617407551575,,
3,10,14408,750,399,00:08:00.7201999221487085,,
3,10,14421,756,396,00:08:01.1539424678863384,,
3,10,14443,750,396,00:08:01.8879683145192416,B,1
3,11,14459,750,399,00:08:02.421805293888667,,
3,11,14469,750,399,00:08:02.755453405994558,,
3,11,14489,750,399,00:08:03.42274963020634,,
3,11,14503,750,396,00:08:03.8898569871545305,,
3,11,14513,741,393,00:08:04.2235050992604215,,
3,11,14524,753,393,00:08:04.590518022576873,,
3,11,14539,753,393,00:08:05.090990190735681,,
3,11,14550,765,405,00:08:05.45800311405219,,
3,11,14560,762,399,00:08:05.791651226158024,,
3,11,14571,750,393,00:08:06.158664149474532,,
3,11,14581,753,390,00:08:06.492312261580366,,
3,11,14593,747,396,00:08:06.8926899961074355,,
3,11,14625,954,564,00:08:07.96036395484623,B,0
3,12,14707,756,393,00:08:10.696278474114422,,
3,12,14719,753,393,00:08:11.096656208641491,,
3,12,14730,756,393,00:08:11.463669131958,,
3,12,14747,696,291,00:08:12.030870922537929,,
3,12,14759,741,393,00:08:12.431248657064998,,
3,12,14769,750,399,00:08:12.764896769170889,,
3,12,14780,747,393,00:08:13.13190969248734,,
3,12,14790,753,393,00:08:13.465557804593232,,
3,12,14801,753,399,00:08:13.832570727909683,B,1
3,13,14816,750,393,00:08:14.333042896068548,,
3,13,14827,795,303,00:08:14.700055819385,,
3,13,14841,756,393,00:08:15.16716317633319,,
3,13,14851,753,390,00:08:15.500811288439081,,
3,13,14861,756,396,00:08:15.834459400544915,,
3,13,14871,765,405,00:08:16.168107512650863,,
3,13,14882,741,396,00:08:16.535120435967258,,
3,13,14892,747,393,00:08:16.868768548073206,,
3,13,14905,771,408,00:08:17.302511093810836,,
3,13,14924,750,396,00:08:17.936442506812,,
3,13,14934,747,393,00:08:18.27009061891789,,
3,13,14945,765,393,00:08:18.637103542234343,,
3,13,14955,759,390,00:08:18.970751654340177,,
3,13,14967,750,396,00:08:19.371129388867246,,
3,13,14981,804,297,00:08:19.838236745815493,,
3,13,14993,762,396,00:08:20.238614480342562,,
3,13,15004,741,393,00:08:20.605627403659014,B,0
3,14,15022,750,396,00:08:21.206194005449618,,
3,14,15035,750,396,00:08:21.639936551187247,,
3,14,15059,747,393,00:08:22.44069202024133,,
3,14,15070,750,393,00:08:22.80770494355778,,
3,14,15083,750,396,00:08:23.241447489295467,,
3,14,15093,750,390,00:08:23.575095601401358,,
3,14,15103,756,393,00:08:23.908743713507192,,
3,14,15121,753,393,00:08:24.509310315297796,,
3,14,15132,750,393,00:08:24.876323238614248,,
3,14,15144,750,393,00:08:25.276700973141317,,
3,14,15158,750,396,00:08:25.743808330089564,,
3,14,15168,747,396,00:08:26.0774564421954,,
3,14,15178,753,396,00:08:26.41110455430129,,
3,14,15188,753,393,00:08:26.744752666407123,,
3,14,15199,798,297,00:08:27.111765589723632,,
3,14,15212,750,393,00:08:27.54550813546126,,
3,14,15222,753,393,00:08:27.879156247567153,,
3,14,15234,744,393,00:08:28.27953398209422,,
3,14,15250,726,393,00:08:28.81337096146359,B,0
3,15,15283,759,390,00:08:29.914409731413002,,
3,15,15327,744,393,00:08:31.382461424678866,,
3,15,15337,744,393,00:08:31.716109536784757,,
3,15,15348,747,396,00:08:32.08312246010121,,
3,15,15368,741,393,00:08:32.75041868431299,,
3,15,15384,750,393,00:08:33.2842556636823,,
3,15,15397,756,399,00:08:33.71799820941999,,
3,15,15407,756,393,00:08:34.051646321525936,,
3,15,15421,753,393,00:08:34.51875367847413,,
3,15,15434,750,396,00:08:34.952496224211814,A,1
3,16,15444,750,393,00:08:35.28614433631765,,
3,16,15471,750,393,00:08:36.186994239003525,,
3,16,15486,750,396,00:08:36.68746640716233,,
3,16,15496,747,396,00:08:37.02111451926817,,
3,16,15506,750,396,00:08:37.354762631374115,,
3,16,15526,744,396,00:08:38.02205885558578,,
3,16,15537,741,396,00:08:38.38907177890235,,
3,16,15563,741,396,00:08:39.25655687037761,,
3,16,15586,741,396,00:08:40.02394752822113,B,1
3,17,15599,741,393,00:08:40.4576900739587,,
3,17,15613,744,390,00:08:40.924797430907006,,
3,17,15625,750,393,00:08:41.325175165434075,,
3,17,15636,735,390,00:08:41.69218808875041,,
3,17,15650,750,396,00:08:42.15929544569872,,
3,17,15678,747,393,00:08:43.09351015959521,,
3,17,15689,747,390,00:08:43.46052308291166,,
3,17,15699,753,393,00:08:43.7941711950175,,
3,17,15733,741,393,00:08:44.928574776177584,,
3,17,15747,747,393,00:08:45.395682133125774,A,1
3,18,15776,747,396,00:08:46.36326165823277,,
3,18,15811,930,297,00:08:47.53103005060336,,
3,18,15825,750,393,00:08:47.99813740755155,,
3,18,15836,753,393,00:08:48.36515033086812,,
3,18,15846,756,390,00:08:48.69879844297384,,
3,18,15858,756,396,00:08:49.09917617750102,,
3,18,15870,744,396,00:08:49.49955391202798,,
3,18,15880,741,396,00:08:49.833202024133925,,
3,18,15890,750,393,00:08:50.16685013623976,,
3,18,15903,750,393,00:08:50.600592681977446,,
3,18,15913,750,393,00:08:50.93424079408328,,
3,18,15924,750,390,00:08:51.30125371739973,,
3,18,15934,741,393,00:08:51.63490182950568,,
3,18,15946,750,393,00:08:52.035279564032635,,
3,18,15957,750,393,00:08:52.40229248734909,B,0
3,19,15973,747,393,00:08:52.93612946671851,,
3,19,16021,750,393,00:08:54.537640404826675,,
3,19,16052,753,390,00:08:55.57194955235502,,
3,19,16092,750,393,00:08:56.90654200077847,,
3,19,16105,759,393,00:08:57.34028454651616,,
3,19,16117,750,393,00:08:57.74066228104323,,
3,19,16127,753,390,00:08:58.07431039314906,,
3,19,16139,756,393,00:08:58.47468812767613,,
3,19,16149,747,393,00:08:58.80833623978208,,
3,19,16160,756,393,00:08:59.17534916309853,A,1
3,20,16174,753,396,00:08:59.64245652004672,,
3,20,16185,750,393,00:09:00.009469443363173013,,
3,20,16217,753,393,00:09:01.0771434021019104,,
3,20,16230,750,390,00:09:01.510885947839597,,
3,20,16243,756,393,00:09:01.9446284935772837,,
3,20,16254,750,396,00:09:02.3116414168937354,,
3,20,16267,756,393,00:09:02.7453839626313083,,
3,20,16302,753,396,00:09:03.9131523550018983,,
3,20,16313,753,390,00:09:04.280165278318464,,
3,20,16324,741,393,00:09:04.647178201634915,,
3,20,16336,759,393,00:09:05.047555936161871,,
3,20,16346,756,393,00:09:05.3812040482678185,,
3,20,16362,750,393,00:09:05.915041027637244,,
3,20,16372,750,393,00:09:06.248689139743078,B,1
3,21,16385,741,393,00:09:06.682431685480765,,
3,21,16395,750,393,00:09:07.016079797586713,,
3,21,16405,738,390,00:09:07.349727909692433,,
3,21,16432,756,390,00:09:08.250577812378424,,
3,21,16452,750,393,00:09:08.917874036590092,,
3,21,16473,750,393,00:09:09.618535072012492,,
3,21,16483,744,393,00:09:09.952183184118326,,
3,21,16494,753,393,00:09:10.319196107434777,,
3,21,16505,741,393,00:09:10.686209030751229,,
3,21,16535,741,396,00:09:11.687153367068845,,
3,21,16552,750,393,00:09:12.254355157648888,,
3,21,16568,747,393,00:09:12.788192137018314,A,1
3,22,16581,741,393,00:09:13.221934682756,,
3,22,16627,741,390,00:09:14.756715998442928,,
3,22,16637,750,393,00:09:15.090364110548876,,
3,22,16650,747,393,00:09:15.524106656286563,,
3,22,16678,741,393,00:09:16.458321370182944,,
3,22,16690,741,396,00:09:16.858699104710013,,
3,22,16707,750,396,00:09:17.425900895289942,,
3,22,16719,753,393,00:09:17.826278629817125,,
3,22,16733,747,390,00:09:18.293385986765315,,
3,22,16744,738,390,00:09:18.660398910081767,,
3,22,16784,756,396,00:09:19.994991358505217,A,1
3,23,16798,807,297,00:09:20.46209871545352,,
3,23,16830,753,393,00:09:21.529772674192373,,
3,23,16842,753,399,00:09:21.930150408719328,,
3,23,16858,756,399,00:09:22.463987388088754,,
3,23,16873,756,399,00:09:22.96445955624756,,
3,23,16883,753,396,00:09:23.29810766835351,,
3,23,16901,753,399,00:09:23.898674270144056,,
3,23,16920,747,399,00:09:24.53260568314522,,
3,23,16930,756,393,00:09:24.866253795251055,,
3,23,16940,753,393,00:09:25.19990190735689,B,1
3,24,16958,753,396,00:09:25.80046850914755,,
3,24,16974,759,393,00:09:26.334305488516975,,
3,24,16985,762,393,00:09:26.701318411833427,,
3,24,17020,756,393,00:09:27.869086804203903,,
3,24,17057,753,393,00:09:29.103584818995728,A,1
3,25,17145,756,393,00:09:32.039688205527455,,
3,25,17160,756,399,00:09:32.54016037368626,,
3,25,17173,741,393,00:09:32.973902919423836,,
3,25,17183,741,396,00:09:33.30755103152978,,
3,25,17196,744,396,00:09:33.74129357726747,,
3,25,17206,828,372,00:09:34.074941689373304,,
3,25,17226,759,390,00:09:34.742237913585086,,
3,25,17241,747,393,00:09:35.242710081743894,,
3,25,17258,753,402,00:09:35.80991187232382,,
3,25,17271,750,399,00:09:36.24365441806151,,
3,25,17284,744,390,00:09:36.67739696379908,A,0
3,26,17335,747,396,00:09:38.3790023355391,,
3,26,17346,738,390,00:09:38.74601525885555,,
3,26,17361,747,393,00:09:39.24648742701436,,
3,26,17372,753,393,00:09:39.61350035033081,,
3,26,17383,759,393,00:09:39.98051327364726,,
3,26,17401,759,393,00:09:40.58107987543792,,
3,26,17421,753,393,00:09:41.248376099649704,A,1
3,27,17494,747,396,00:09:43.68400731802251,,
3,27,17505,750,396,00:09:44.05102024133896,,
3,27,17603,717,390,00:09:47.320771739976635,A,0
3,28,17646,729,393,00:09:48.75545862203194,,
3,28,17665,717,390,00:09:49.3893900350331,,
3,28,17706,759,393,00:09:50.75734729466717,,
3,28,17730,759,393,00:09:51.55810276372131,,
3,28,17753,759,393,00:09:52.32549342156483,,
3,28,17766,753,390,00:09:52.759235967302516,,
3,28,17781,753,393,00:09:53.259708135461324,,
3,28,17792,750,399,00:09:53.626721058777775,,
3,28,17804,756,393,00:09:54.02709879330473,,
3,28,17816,744,396,00:09:54.427476527831914,A,1
3,29,17851,756,393,00:09:55.59524492020239,,
3,29,17892,918,240,00:09:56.96320217983646,,
3,29,17911,753,396,00:09:57.597133592837736,,
3,29,17976,753,393,00:09:59.76584632152583,A,1
